,length,OXF1071_S29,OXF1147_S30,OXF1623_S50,OXF2544_S53,OXF936_S52,OXF939_S51,RC01_S1,RC04_S2,RC05_S26,RC09_S4,RC15_S5,RC16_S6,RC20_S7,RC23_S8,RC24_S9,RC27_S31,RC28_S32,RC30_S33,RC31_S10,RC32_S11,RC33_S12,RC34_S13,RC35_S14,RC37_S34,RC38_S15,RC45_S35,RC46_S36,RC47_S37,RC48_S38,RC50_S16,RC51_S39,RC52_S17,RC54_S40,RC55_S41,RC57_S42,RC60_S18,RC65_S43,RC66_S44,RC68_S19,RC70_S20,RC71_S21,RC73_S45,RC75_S46,RC79_S47,RC81_S22,RC82_S23,RC85_S48,RC87_S24,RC88_S25,RC89_S3,RC90_S27,RC91_S28,RC92_S49,sum,
I_lacunosa-Solyc06g008110.2.1_1,2973,135604,9722,544627,19605,339399,1051,434661,44461,132745,55215,57474,7972,5805,70583,223084,388,400,1525,0,126859,3010,0,4093,0,2238,2452,3298,2054,7816,2765,1302,3833,4807,1008,43694,6952,1764017,222670,9845,338168,59257,3419,1505103,0,479249,527213,860,149972,261714,508,5338,3644,0,7634452,
I_lacunosa-Solyc09g064370.2.1_1,3065,2598,292023,315598,357691,30744,192,242112,103753,101618,27224,1702,5026,4621,347996,5553,246,0,442,0,2586,55868,0,2130,384,460,252,1888,2453,5079,1529,926,3355,362,420,430,8414,31975,532847,1973,295168,3503,39442,755071,0,179452,53553,4236,5857,1131,0,536,1383,0,3834867,
I_lacunosa-Solyc06g071650.1.1_1,5005,0,1792,1202,860,134,608,2151,325,1189,1607,178,311,4021,3027,5738,136,220,0,0,1117,1188,58,0,0,236,36550,0,440,42675,0,170,1806,608,0,3094,212,32175,91642,22850,1518,2299,828,472533,0,3518,681,0,2282,470765,0,310,898,0,1218957,
I_lacunosa-Solyc05g008610.2.1_1,3070,1745,5362,1020,2702,468,0,13488,168661,4461,3968,72026,2736,6100,5355,2581,408,438,0,0,1768,43743,0,3005,266,238,394,275361,596,3385,1815,456,340396,268,1030,882,4160,9258,59958,1548,484654,524420,1985,1323230,0,10088,13919,285,3294,36508,0,0,1602,0,3443101,
I_lacunosa-Solyc12g005410.1.1_1,2423,0,20306,5331,113240,490,0,114807,390180,163169,400,147,1649,294,31984,348,576,0,0,0,410,0,0,3242,304,527,0,692,0,529,346,0,1347772,152,0,604,766,691328,3752,3902,324575,124864,0,603714,2180,3419,48388,96,6608,11976,0,121323,1857,0,4148670,
I_lacunosa-Solyc07g062140.2.1_1,7468,220517,3590,904,11327,396,898,2432,88784,5319,39677,1914,2502,3385,9523,1049,512,10022,1092,0,9301,214831,0,220,0,742,308,1614,1332,22009,655,0,1628,1400,84,1658,31162,807958,20283,6934,7125,6167,476627,168190,0,228703,1793,97453,3300,694,0,1530,5128,0,2530140,
I_lacunosa-Solyc05g055170.2.1_1,3432,0,606,1032,82271,5220,301,67143,7944,3571,4918,153986,1442,3419,608,369417,0,0,200,0,2702,1620,0,5056,0,22634,996,1541,0,869,2344,604,515026,864,544,1144,720,25704,2906,2295,12880,1022,15291,1252,0,373835,18814,300,248493,88645,0,158,19888,0,2073657,
I_lacunosa-Solyc11g022390.1.1_1,4081,442,1804,190349,4749,0,0,77724,1640,1303,2779,604,3831,3159,17663,194178,1453,666,922,0,2964,1740,0,170,0,613,0,424,600,3994,319,0,1688,186,0,224,1739,20736,125196,1892,4965,24267,111724,102692,0,36572,144346,0,5365,8710,0,586,1343,0,1110402,
I_lacunosa-Solyc11g042430.1.1_1,2821,0,340,302,2153,0,0,454,825,906,0,0,1800,907,902,306,0,104,0,0,0,905,0,600,0,598,0,0,288,604,0,0,303,0,0,308,463876,1702,15995,0,13781,0,595,130,0,603,864,0,0,0,0,25785,0,0,538757,
I_lacunosa-Solyc09g009040.2.1_1,4849,1839,3321,2413,2048,180,528,35768,831748,452420,28682,294,5678,2588,30480,1026,1075,34080,190,0,2414,1486,0,440,0,282,234,764,302,5307,806,424,602081,116,526,1548,17439,107476,24507,303,343985,41691,5863,124116,0,11089,2396,0,1396,360,0,764,1185,0,2738507,
I_lacunosa-Solyc10g080080.1.1_1,2282,494,4757,50396,3966,1150,822,46172,2527,1062744,6295,69811,52870,4324,4478,109116,1544,0,1196,0,2962,2328,0,244,0,864,150,15798,762,2887,604,1802,5115,2138,836,320,53892,127042,9332,4409,322215,5689,815865,379398,172,13877,5094,1959,8128,708,0,2266,2380,0,3214180,
I_lacunosa-Solyc03g052980.2.1_1,3062,150679,651602,295912,24863,871,557,44763,6385,5649,392731,67582,8463,9795,751505,274403,1038,3312,634,0,2893,54255,0,54017,324,1527,1602,82423,250528,693579,768,0,6341,2382,11301,54438,157955,1408525,1406471,11983,243897,1019463,3036,1060423,0,89006,18297,660,7577,1004,94,75807,4212,0,9418594,
I_lacunosa-Solyc10g080080.1.1_2,4437,1615,998027,1609,86435,276,75447,69429,66359,4997,204280,160,10699,4134,19307,566,480,0,1108,0,128475,1984,0,592,0,144263,0,1413,1286,10150,400,0,6387,5522,816,1116,2846,1872842,594466,6221,163658,52279,18831,1033018,0,2341,3576,300,1644,14017,0,797,28763,0,5647368,
I_lacunosa-Solyc03g034270.2.1_1,3333,2252,521813,173244,14779,88528,0,6079,657754,6945,8649,1470,2931,455034,122523,57921,1252,484,262,0,4056,111347,0,20170,214,1734,460,1063,970,8109,1490,3322,4257,1134,726,844,44296,1814954,711558,3383,325994,5836,300513,558960,0,9991,630477,648,4697,828,268,3232,2975,604,6704363,
I_lacunosa-Solyc01g067490.2.1_1,5325,2560,35536,9275,4065,18700,978,557407,265593,29465,109978,8391,115138,224954,31620,383751,1430,58490,670,0,9933,6350,0,17726,336,519337,2546,14356,121645,3354,2222,2567,51457,817,1518,1082,112618,1276353,42391,222677,1164657,29909,53076,638229,0,15876,66597,3193,206487,5173,0,1210,264701,0,6721719,
I_lacunosa-Solyc01g067400.2.1_1,4812,28406,11150,481687,476704,1525,1518,430534,18474,8906,267308,29005,180785,10740,39230,16075,29798,5122,875,0,4277,4742,0,1882,1004,12796,751,257805,1707,59995,2238,1069,8523,951,1819,22823,43185,2112146,49716,432945,60333,204104,4059,1694827,84,47152,10686,1005,44237,5714,0,6385,3558,0,7145172,
I_lacunosa-Solyc09g082970.2.1_1,4817,2832,3080,758617,2908,0,0,16815,250,5406,3268,1343,1514,4273,739583,1509,0,0,344,0,3094,1957,0,696,0,0,0,26234,916,2298,1813,78312,2106,524,17029,2197,2603,17936,816183,3649,27949,2072,954,90969,280,3989,63757,104,4509,1028,0,57762,1106,0,2778585,
I_lacunosa-Solyc06g074250.2.1_1,1813,2837,9358,5687,143523,26665,156,202046,8383,2098,12726,1700,1287,5246,171301,22023,5661,112,1192,0,3827,4117,0,2387,268,168213,15966,846610,513,14948,1474,0,17100,3164,302,30227,2623,1386737,14562,10156,303550,3908,2138,1981916,0,43603,43729,242435,1767,4286,0,658,77638,0,5852636,
I_lacunosa-Solyc04g079900.2.1_1,5094,108181,1202359,4456,3939,338,590,134737,722606,393383,350305,6797,9777,4574,47445,9967,468,54068,1312,0,2397,1874,0,2258,0,68493,22033,1063,1937,5186,1054,2589,3597,268,2235,36544,126907,741248,122173,10850,433561,476179,5688,147492,86,789501,6560,0,103293,2184,0,2276,2979,0,6182901,
I_lacunosa-Solyc07g066290.2.1_1,3563,85918,6878,324547,805012,70288,2188,25724,182536,231266,194845,20311,5970,5246,472126,5317,930,0,0,0,3763,1487,0,215404,118,630911,6692,11915,0,7194,3268,404,4094,16678,260,155289,52890,987202,325754,9438,69868,7679,1106334,717057,90,30039,9963,450,75413,3440,0,1942,2711,0,6900412,
I_lacunosa-Solyc02g079000.2.1_1,7558,1180,2494,11868,40644,660,517,10672,501476,2405,8890,297774,2692,8959,54747,2352,458,670,291,136,3124,898,248,1666,0,31140,0,302304,31,7506,951,629,2346,1785,85,870,6624,23061,700432,7230,194190,5226,2264,104256,0,59477,8170,316,2532,416,0,301,2729,62,2427312,
I_lacunosa-Solyc02g071040.2.1_1,6596,602,3832,195922,5102,236097,104,8331,2612,1435,180476,9686,4226,2382,127085,1105,7660,0,0,0,3492,342059,0,777,0,2827,98,1473,1266,7264,0,2243,1851,244,913,893,49048,802309,777324,21234,133766,909726,243486,1778292,0,71385,3673,0,342291,2824,0,982,2974,0,6297967,
I_lacunosa-Solyc02g070780.2.1_1,3844,225781,6327,83272,10728,6082,0,857124,388451,843716,26132,682104,284510,6034,478517,379304,644,0,710,0,5393,0,0,246927,0,690,154,3404,0,4713,1274,1706,52536,1156,94,7306,26273,863125,117192,4371,823547,302948,4144,1185003,408,10528,8768,328,168704,31202,0,1644,3058,0,8159876,
I_lacunosa-Solyc11g069040.2.1_1,3740,816,1334,3955,874,0,0,2684,1333,250,4008,1821,7613,5378,4891,184572,530,176,442,0,32502,128,0,404,0,426,0,15357,198,3534,120529,46,904,124,104,262,705,304924,6874,2320,28689,7556,610,139145,0,237460,1056,116,2689,592308,116,38083,667,0,1762253,
I_lacunosa-Solyc07g063040.2.1_1,4167,2988,491710,388982,5392,31204,234,159680,41454,248051,12785,1394193,5411,3859,6155,29297,1476,25910,1138,176,16052,2492,1167,1463,0,2159,10429,3706,25294,23794,1682,14278,1618,19161,6153,7329,33213,463532,481006,17841,812234,363468,38532,1567666,8632,15501,7074,1325,22180,55915,272,8496,7161,187,6895274,
I_lacunosa-Solyc11g008590.1.1_1,4287,302,1004,1752,882,53624,0,44994,7996,1676,1381,545,911,2081,1765,107737,260,580,363876,0,543,276,0,628,0,24402,472,912,0,2652,172,7176,159,0,13179,4488,809,14087,593682,1037,17481,1584,389456,139135,0,2463,84156,177,7556,0,142,203,13998,0,1916678,
I_lacunosa-Solyc10g045400.1.1_1,4298,3128,639752,14941,5844,604,232,29111,35868,4887,5431,1573,7530,5347,75780,54434,108687,608,754,0,2500,254098,0,859,8856,106446,770,1805,0,7283,0,166,3781,5612,2292,19781,27796,577488,151361,8600,692416,76876,2579,1537057,0,13945,25273,766,47743,1308,0,994,4173,0,4581433,
I_lacunosa-Solyc01g096870.2.1_1,4439,57206,95829,76958,437262,75,813,294626,326131,6585,113271,268905,3975,8168,10523,52528,838,344,979,0,3144,1350,0,18018,94,69794,497,3789,1374,140946,5138,1572,6700,1614,310,480,5798,2554287,1054490,11926,242690,10882,375748,2676501,0,38271,25908,878,14499,49798,737,52363,7806,0,9136857,
I_lacunosa-Solyc12g056640.1.1_1,2313,0,2570,130536,816,13020,0,252,351,1184,295840,0,1433,302,1496,0,0,0,0,0,7202,16986,0,6324,0,0,0,0,0,302,0,62,1906,0,222,742,302,8433,2441,640,375755,792,0,3139,0,1478,3177,0,1404,0,0,424,0,0,881844,
I_lacunosa-Solyc02g091110.2.1_1,3907,5410,3746,32005,1193,0,212,2074,266329,560,899728,1298,604,2414,5054,17044,572,0,0,0,6018,907,0,882,0,3465,240,1859,0,5839,608,572,112,597,414,1118,1406,235785,12761,7579,8003,74791,1209,41368,0,5236,2386,392,876,0,0,720,302,0,1657595,
I_lacunosa-Solyc06g069470.2.1_1,1551,208,1849,1566,1480,70107,0,603,239,0,32810,298,1710,5390,48249,493,210,0,184,0,150,0,0,638,0,334,336,542,0,2586,864,0,446,3913,0,0,301,19605,5780,1180,69101,10546,5140,447947,0,2711,1921,0,303,1904,0,0,435,0,743630,
I_lacunosa-Solyc03g114500.2.1_1,2099,1728,4252,3238,3714,184,0,3615,83262,294416,6592,1878,8154,1153,652547,2514,2104,604,2000,0,2708,1490,0,126,0,736,574,807,434,8080,632,1938,1987,972,224,48815,2596,258281,163662,10341,5167,1624,874,965155,148,8631,3780,0,3011,106,0,457,423,0,2567833,
I_lacunosa-Solyc07g062590.2.1_1,2210,216124,6753,111280,3773,22507,0,3298,229635,3503,5331,1925,3438,4284,7738,1274,1240,19654,5917,715,601,6184,12701,8453,6738,1120,230,2198,1887,11933,591,144,3574,1160,894,3180,6281,20523,145174,206,82280,13683,1368,23648,0,4901,871,1091,137425,974,19816,1642,656,45202,1217928,
I_lacunosa-Solyc06g051730.2.1_1,4259,300,1552,211386,2337,56,112750,41683,277416,1114,2657,287923,2592,139812,82027,1509,284,180,1017,0,1489,8640,35,0,0,388802,496,216603,32445,5697,1508,302,2673,0,246,43188,3489,24569,2854,1549,6378,4488,12620,2769,56,3588,3578,0,1994,4806,0,2762,276,0,1948754,
I_lacunosa-Solyc04g079310.2.1_1,4729,581,3051,6804,2186,3206,404,174480,3778,2391,2416,810,1517,4027,57812,1458,268,0,444,0,1598,53,0,1781,408,856,746,809,174,3749,2420,0,7210,1893,456,60,7756,974591,147918,2172,8169,2386,2315,78964,0,28927,71881,0,1856,196,0,156,1632,0,1621494,
I_lacunosa-Solyc02g094320.2.1_1,3376,2472,6054,18884,162066,259589,222,506981,706579,9601,3596,92868,3337,2364,17787,4140,49040,728,16791,0,4151,961,288,553,0,1026,0,6876,0,436039,1660,302,2165,278,284,8509,13631,35261,43119,2494,246357,4722,8220,8474,0,1272906,33083,2746,1064,434,0,1070,11744,0,4014892,
I_lacunosa-Solyc09g055590.2.1_1,1036,603,151,1208,1821,740,0,1743,293,0,12802,476,578,785,616,0,0,0,604,0,0,308,0,0,0,0,0,170,0,0,0,1668,1466,0,182,0,1554,2298,1634,566,918,308,471,828,0,604,328267,0,285,0,0,566,464,0,366013,
I_lacunosa-Solyc02g081920.2.1_1,3804,60454,4161,1466,249466,138,465,43742,196908,3120,447562,20305,4198,8019,7100,2013,470,572,932,0,3602,475,0,1709,252,6443,508,408123,604,3605,0,540,5464,0,558,1306,5137,408437,8094,4021,658686,40931,192095,1149878,0,731049,6081,1222,2388,1574,0,1369,2388,0,4701434,
I_lacunosa-Solyc02g030250.2.1_1,1905,652,4520,2109,430225,0,266,1521,1143340,1724,1564,95761,1681,3595,6131,6525,1229,0,844,0,402,0,0,1372,0,583,1395,1092,0,1492,229,0,900,0,0,302,3722,1139950,420727,5648,28235,248261,1083,326432,0,5922,8072,232,1634,2187,0,0,1086,0,3904550,
I_lacunosa-Solyc03g007680.2.1_1,2578,562,1747,3259,0,236,0,1422,197723,1101,301,0,3213,0,528174,203031,0,0,0,0,2006,0,0,0,0,299,0,0,0,572,1410,10738,0,408,0,0,0,2068,3422,0,251739,0,610,48006,0,612,0,0,0,520,0,288,0,0,1266045,
I_lacunosa-Solyc09g074880.2.1_1,2643,2128,5477,5949,3280,22289,0,4366,3572,57452,12300,510300,867,10120,3302,1526,276,0,0,0,3698,808,0,874,0,442,372,302,172,6067,1131,302,1034,222,376,1692,2966,14678,12687,7118,76180,6480,1426,11703,0,6042,3308,554,3172,722,0,2008,898,0,813281,
I_lacunosa-Solyc05g055430.2.1_1,4109,1425,1577,1415,537,0,0,1549,301,734,0,2020,345240,3188,163411,213,170,0,386,0,1884,218,0,62913,0,598,0,896,1338,2955,276,1609,0,160,0,0,859,315350,6986,1053,16338,588,1124,226487,0,330313,2989,130,299,1628,0,602,301,0,1504169,
I_lacunosa-Solyc11g008050.1.1_1,5264,1178,2540,4250,564,228,122,1480,1479,478,1428,806,2156,16955,3851,910,0,0,0,0,302,7418,0,903,104,0,0,197,2250,911,376,906,1210,0,114,14244,1856,24118,205947,605,15664,3386,1139,268352,0,64737,3804,297,1188,0,0,20749,1713,0,686179,
I_lacunosa-Solyc12g009230.1.1_1,3710,696,274400,2769,20406,1324,39843,7955,15695,10245,25354,2511,2034,3719,7679,261,276,0,912,0,1446,1526,0,861,0,2584,724,0,222,2531,0,298,41452,960,174172,26159,3129,1030092,530984,740,4677,1388,716,1204843,0,12288,4264,1492,24647,3790,0,1786,768,0,3498328,
I_lacunosa-Solyc03g007040.2.1_1,5040,1735,1804,62611,0,864,0,2114,1215,29884,4128,0,2046,813,2273,669,0,0,366,0,151,302,0,476,0,379363,0,0,0,3270,244,0,523,440,138,178,489,29226,21718,431,63021,4468,0,242513,0,1673,2748,284,3447,61004,0,752,1515,0,933936,
I_lacunosa-Solyc02g068480.2.1_1,3213,2804,1171,798,1100,0,0,5893,601,837,135625,284,768,1776,3283,2537,0,419004,666,0,0,0,0,429,0,156,736,0,55249,884624,472,0,0,292,0,0,165336,2957,350137,2592,6667,590,1941,64814,0,928955,2266,0,584,190,0,0,413,0,3049760,
I_lacunosa-Solyc01g079690.2.1_1,6408,108752,38024,1416577,6143,1351,692,891882,281005,2760,1194263,123576,31505,18592,299951,18267,1026,115732,1148,0,6519,108973,0,4871,0,528508,0,9042,19862,46730,17280,1931,7485,2127,2201,5450,74724,1311408,296418,614593,400062,210525,3691,2087361,0,587890,7850,948,196297,202714,164,3756,494370,0,11811404,
I_lacunosa-Solyc01g097810.2.1_1,3728,2977,19208,2030,17275,33165,2249,222882,135440,5510,131244,6176,16761,6006,178410,4515,342,41538,144562,0,3869,1725,0,1430,0,900,8338,41976,19192,20262,3057,23773,4390,421,1971,1939,42098,939477,379684,4928,18734,103537,59107,1583057,112,35132,56857,0,103033,2033,488,4362,5810,0,4445710,
I_lacunosa-Solyc03g113800.2.1_1,4462,903,8184,161646,2799,816,752,71016,48051,4814,2974,60123,9656,3647,9306,13430,996,794,1129,0,147233,3107,0,2224,232,12617,2317,2098,2096,3488,1561,4047,64824,898,402,1351,31953,1797934,7423,3605,322702,6973,47544,848531,196,298553,158521,300,2490,2739,0,2051,3430,0,4188938,
I_lacunosa-Solyc05g056110.2.1_1,3048,1375,710356,4345,151158,320,452,664136,321931,4248,32438,38885,3161,7637,4068,37966,452,1113,0,0,1493,488,0,774,6520,1197,210,4568,520,2162,2530,772,2425,310,33464,356,10406,599789,7812,5293,230984,117340,4187,405510,59,153133,10973,0,1671,336543,0,162,85260,0,4014000,
I_lacunosa-Solyc07g005600.2.1_1,2186,899091,4920,7550,528403,43093,302,478168,68137,3889,77093,121226,3619,4605,13699,5064,2414,0,1884,0,3384,6423,0,478,0,195786,1224,2264,564,8620,2730,1442,2411,1373,1374,9300,28870,795306,56399,36803,195491,79256,3822,193413,0,7142,26055,956,6014,2344,0,108,2858,0,3937553,
I_lacunosa-Solyc05g052600.2.1_1,1682,278,3808,8276,2807,301,380,12896,1149,1196,730009,3172,1743,3392,6304,930,0,17422,931,0,19011,2199,0,0,0,98364,668,0,234,3408,500,257,12147,1286,314,838,174521,12144,609383,5167,16866,16120,157436,411923,0,172046,6390,896,143176,186106,0,1230,678,0,2849984,
I_lacunosa-Solyc03g079920.2.1_1,4281,3291,7478,279493,5300,2632,516,9517,32116,2477,6963,70131,3616,4191,21174,1685,888,150,358493,0,2676,2559,182,568,0,5328,2131,3118,982,7355,1281,1072,2399,9317,492,501760,358024,1248733,997249,13020,46655,71979,386580,502280,128,67405,326420,9802,103469,1420,0,2202,2416,0,5493394,
I_lacunosa-Solyc08g043170.2.1_1,7608,0,4678,856114,2761,344,485,3597,99941,3002,4402,24137,4859,5882,40385,18871,1656,222,63,0,1707,251001,0,162,0,90928,0,267256,1040,5849,1153,464,5676,300,1290,603512,3283,643210,43097,7844,116429,840016,181722,162945,172,270843,1986,390,4831,1602,0,1978,2215,0,4591908,
I_lacunosa-Solyc04g011620.2.1_1,1483,1717,3654,2381,585,594,0,72146,3890,3133,152939,289,2142,3165,7818,1014,0,0,704,0,131347,299,0,194,86,0,142,0,0,453154,768,818,2555,716,742,1385,420,419733,4264,1650,207375,900,910,111479,0,1759,430213,438,796,0,0,7314,308317,0,2345428,
I_lacunosa-Solyc05g005590.2.1_1,2670,1940,44494,10842,1078,659,299,262551,6979,1546,9203,1626,1036,3891,7388,902,0,170,314260,0,2276,909,0,1379,0,820,0,530,808,100971,2695,1852,34743,634,354,1126,228228,80159,60173,1779,9542,597,906,219393,0,8807,3069,992,3520,1898,0,756,2664,0,1443114,
I_lacunosa-Solyc04g015350.2.1_1,6322,204,504946,3556,1853,248,556,53222,3517,1359,327010,63912,6855,5026,844400,3288,1326,497012,520163,0,4531,5411,0,342,0,1208,1126,1699,0,2763,2789,5778,2700,778,328588,439,442753,667747,16614,4942,361535,4699,1430,612205,0,29922,4455,518,219938,906,0,1486,1086,0,5573163,
I_lacunosa-Solyc11g069150.1.1_1,1612,553,138444,15108,40056,222,1206,52795,1245,367,3808,1386,1899,3054,3696,14370,0,0,0,0,326652,626,0,500,0,239789,645,98335,526,1034,792,289,808,0,244,0,1302,990114,3749,2648,166236,1260,1257,15818,0,2835,148433,414,4255,210,4720,852,3136,0,2297300,
I_lacunosa-Solyc12g009890.1.1_1,4536,130,7427,114379,1932,1482,556,118498,8079,14098,3925,1811,2266,1465,1663,1810,708,0,276,0,306,0,0,450596,456,2201,0,1085,1354,619,605,0,1212,357785,338,554,910,385486,1025509,3781,6716,118938,1216,250225,0,44585,464,100,1346,1044,0,98,1617,0,2944187,
I_lacunosa-Solyc01g009150.2.1_1,4482,2944,636198,38747,8921,15988,202,342611,9624,4041,116746,426090,5408,9744,52367,5328,1500,190,0,0,8034,2440,0,4073,396,223057,230481,7700,524,24430,1692,676,4609,3328,18217,2020,59324,482491,228729,9583,418722,113236,7472,1529317,0,231959,218392,1536,28083,62508,0,3986,4612,0,5612758,
I_lacunosa-Solyc03g058950.2.1_1,5980,152357,97083,75680,136455,4218,594,445629,6871,3129,3793,4431,5948,10534,6134,1689,900,0,948,0,2747,1232,0,494,0,5006,1565,3872,399,100635,694,1981,5350,1281,92,3762,167816,19370,755961,5413,117130,81405,668927,296090,156537,8738,9039,708,3266,39988,0,3042,4132,0,3429045,
I_lacunosa-Solyc02g086830.2.1_1,3471,1443,350536,10220,3753,370,782,10533,330664,6893,6791,5298,4075,3463,297221,385044,1834,0,2465,0,41127,3078,0,664,114,7056,386,40172,532,3624,1976,0,17985,1434,93483,1634,57988,649110,8844,47053,1208668,14804,1956,558082,0,98512,5314,0,10776,58993,0,46078,2242,0,4406541,
I_lacunosa-Solyc02g067930.2.1_1,1776,1082,8928,1187,1440,0,268,2480,1133,2611,70577,1468,1823,2510,13792,18088,120,0,1166,0,3963,596,0,737,0,347624,230,389,514,43522,457,0,550,296,654,1448,50031,12431,12946,3440,586716,4416,1524,242314,0,6319,4024,474,875,4037,0,1565,600,0,1463141,
I_lacunosa-Solyc11g011420.1.1_1,4922,1482,3813,695,0,604,274,205204,11145,1206,3732,986,206989,1783,489642,11449,4784,0,0,0,44700,604,0,0,0,838,262,717,0,604,859,0,604,0,0,5582,2563,1477518,25535,2687,8195,4228,198167,645733,0,2129,2417,0,194220,1197,0,1139,305,0,3569513,
I_lacunosa-Solyc01g008290.2.1_1,4933,222661,152623,95927,6303,368,254,88999,1209,835,382885,236777,5230,10024,11346,2011,270,0,256,0,2702,582,0,580,0,1374,0,2084,0,38358,2737,2460,1269,610,292,882,321401,1108370,380496,23176,564980,48549,482207,556570,0,137874,9521,270,19115,1758,0,35390,123333,0,5089851,
I_lacunosa-Solyc06g064550.2.1_1,5197,302,1260,38634,2480,592,1180,39641,3857,1911,287741,2907,1743,39104,10502,2094,462,0,116,0,3074,92972,0,0,0,0,400,2401,214,160758,0,298,3321,952,98,943,3162,590440,407805,10025,760818,117903,526469,599463,164,113837,43813,252,2756,490,0,217971,4771,0,4105293,
I_lacunosa-Solyc12g098830.1.1_1,5391,3850,59843,1475,3300,416404,0,20715,8834,107549,5803,24801,18202,2768,899107,66529,218,0,0,0,2350,1470,0,733,0,5878,598011,2864,118910,336294,302,152,6254,1420,31256,18864,6279,1382294,18166,4465,21957,3204,4131,551610,0,32595,16305,0,52775,1178,0,3852,1631,0,4869989,
I_lacunosa-Solyc10g024300.1.1_1,6722,2497,14966,100848,268452,1763,545,17759,14125,62766,9031,919857,7009,29345,325633,72112,1370,164,35912,0,3973,2632,0,2954,186,165843,1546,3492,1376,18498,931,1350,124012,3646,11133,1204,12279,1687229,566278,506551,1068578,5681,2985,1217305,1734,301424,27674,33018,145387,31434,0,17982,7235,0,7866426,
I_lacunosa-Solyc12g017700.1.1_1,7418,601,136938,289222,129923,12406,602,56752,254836,103790,896575,201372,11292,21061,13294,23443,826,59570,364,33,68625,26352,101,1052,0,51015,607,3320,5893,897021,1582,1295,164755,1445,2397,89210,23508,1681578,264311,11718,1636701,97252,1017614,895355,0,1174199,20591,700,143170,702627,128,88303,33872,102,11326717,
I_lacunosa-Solyc00g006800.2.1_1,2314,242,224932,158915,4093,1258,0,34395,326149,24963,12882,1815,5653,23588,6643,2100,216,4815,0,0,687,603,0,1136,0,194,1672,208123,6466,13887,590,225,1807,792,513,7758,4337,356561,12015,77972,837447,7983,3605,205253,147,1235735,10120,220,8793,137878,0,1830,1906,0,3981228,
I_lacunosa-Solyc01g080360.2.1_1,3876,860,243832,4807,4213,678,308,11314,5375,7247,511677,302,1789,265897,5654,4872,1288,106,330,0,3207,2631,0,531,98,616,912,3796,252,4416,1991,0,1217,1354,3188,1000,14347,33403,251184,3706,370314,2534,191929,463789,0,10663,4157,0,15012,39237,110,2495,167287,0,2669801,
I_lacunosa-Solyc04g053080.2.1_1,1142,0,6606,3448,1200,0,906,268785,4304,572,1039,1509,68432,1194,251851,285,224,2508,97652,0,2992,0,0,0,0,276,0,191421,2202,4022,302,466,3774,1438,708,380300,464,774059,4399,7352,164124,129903,1453,1188363,0,18200,50607,582831,804,235565,0,0,1810,0,4459492,
,1504051,15496338,51136196,45632134,24471432,10364969,1302302,49468203,50537648,37652964,49667090,39517358,13726757,11548920,44053671,26186583,3424608,10207838,7185222,16317,11832372,14242651,201315,5491236,374618,20853159,8715856,11355562,3640137,27278307,4022604,3278741,13338940,2655179,4228692,6969583,28156025,255946665,83101861,16438617,103873477,50689179,31246485,238015095,462009,46627983,33106397,4271330,24902861,17797582,441347,4816999,6865307,50003,,
