id_comp,names,mol_weight,formula,n_heavy_atom,n_arom_heavy_atom,csp3,n_rotate_bond,n_hbond_acceptors,n_hbond_donors,molar_refrac,tpsa,ilogp,xlogp3,wlogp,mlogp,silicosit,consensus_log,esol_logs,esol_solub_mg,esol_solub_mol,esol_class,ali_logs,ali_solub_mg,ali_solub_mol,ali_class,silicosit_logs,silicosit_solub_mg,silicosit_solub_mol,silicosit_class,gi_absorp,bbb_permeant,pgp_substrate,cyp1a2,cyp2c19,cyp2c9,cyp2d6,cyp3a4,logkp,lipinski,ghose,veber,egan,muegge,bioavail
258,"Dihydrochelirubine; 13,14-Dihydro-5-methoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine",363.36,C21H17NO5,27,16,0.24,1,5,0,103.19,49.39,3.66,4.09,3.39,2.54,3.9,3.52,-5.04,0.0033,9.08e-06,Moderately soluble,-4.83,0.00534,1.47e-05,Moderately soluble,-6.17,0.000246,6.76e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.61,0,0,0,0,0,0.55
259,"3'-Hydroxy-N-methyl-(S)-coclaurine; (S)-3'-Hydroxy-N-methylcoclaurine",315.36,C18H21NO4,23,12,0.33,3,5,3,92.54,73.16,2.68,2.69,1.88,1.52,2.38,2.23,-3.68,0.0662,0.00021,Soluble,-3.88,0.0417,0.000132,Soluble,-4.03,0.0296,9.4e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.31,0,0,0,0,0,0.55
260,"(S)-Tetrahydroprotoberberine; (S)-7,8,13,14-Tetrahydroprotoberberine",235.32,C17H17N,18,12,0.29,0,1,0,78.02,3.24,2.73,3.35,2.49,3.7,3.66,3.18,-3.9,0.0294,0.000125,Soluble,-3.1,0.189,0.000803,Soluble,-5.41,0.00092,3.91e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.36,0,0,0,0,1,0.55
261,"Salutaridinol; 5,6,8,14-Tetradehydro-3,6-dimethoxy-17-methyl-morphinan-4,7-diol",329.39,C19H23NO4,24,6,0.47,2,5,2,94.61,62.16,3.11,1.41,1.35,1.3,1.76,1.79,-2.82,0.495,0.0015,Soluble,-2.32,1.58,0.00479,Soluble,-3,0.33,0.001,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.31,0,0,0,0,0,0.55
263,"(R)-N-Methylcoclaurine; (R)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol",299.36,C18H21NO3,22,12,0.33,3,4,2,90.52,52.93,2.74,3.04,2.17,2.08,2.87,2.58,-3.82,0.0456,0.000152,Soluble,-3.82,0.0456,0.000152,Soluble,-4.61,0.00735,2.45e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.97,0,0,0,0,0,0.55
264,"10-Hydroxydihydrosanguinarine",349.34,C20H15NO5,26,16,0.2,0,5,1,98.72,60.39,2.98,3.76,3.09,2.32,3.38,3.1,-4.83,0.00517,1.48e-05,Moderately soluble,-4.72,0.00664,1.9e-05,Moderately soluble,-5.48,0.00116,3.33e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.76,0,0,0,0,0,0.55
266,"Palmatine; 5,6-Dihydro-2,3,9,10-tetramethoxydibenzo[a,g]quinolizinium",352.4,C21H22NO4,26,16,0.29,4,4,0,101.79,40.8,0.1,3.75,3.38,2.01,3.97,2.64,-4.58,0.0093,2.64e-05,Moderately soluble,-4.3,0.0177,5.02e-05,Moderately soluble,-6.42,0.000135,3.83e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.79,0,0,0,0,0,0.55
267,"Dihydromacarpine; 13,14-Dihydro-5,7-dimethoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine",393.39,C22H19NO6,29,16,0.27,2,6,0,109.68,58.62,4.02,4.06,3.4,2.23,3.94,3.53,-5.11,0.00303,7.71e-06,Moderately soluble,-5,0.00398,1.01e-05,Moderately soluble,-6.28,0.000209,5.31e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.82,0,0,0,0,0,0.55
268,"7-O-Acetylsalutaridinol; Salutaridinol acetate",371.43,C21H25NO5,27,6,0.48,4,6,1,104.35,68.23,3.39,1.99,1.92,1.66,2.23,2.24,-3.3,0.187,0.000505,Soluble,-3.05,0.332,0.000893,Soluble,-3.62,0.0887,0.000239,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.15,0,0,0,0,0,0.55
302,"Elymoclavine; Dihydrolysergol",254.33,C16H18N2O,19,9,0.38,1,2,2,80.34,39.26,2.27,1.3,1.66,1.91,2.6,1.95,-2.52,0.767,0.00302,Soluble,-1.72,4.79,0.0189,Very soluble,-3.79,0.0412,0.000162,Soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.93,0,0,0,0,0,0.55
317,"Aconitine",645.74,C34H47NO11,46,6,0.76,11,12,3,165.5,153.45,4.11,0.28,0.27,0.23,1.06,1.19,-3.39,0.263,0.000407,Soluble,-3.06,0.557,0.000863,Soluble,-3.52,0.197,0.000305,Soluble,Low,No,Yes,No,No,No,No,No,-10.04,2,3,2,1,3,0.17
318,"Veatchine",343.5,C22H33NO2,25,0,0.91,0,3,1,102.99,32.7,3.53,3.59,3.2,3.9,3.19,3.48,-4.23,0.0202,5.87e-05,Moderately soluble,-3.96,0.0374,0.000109,Soluble,-3.47,0.116,0.000337,Soluble,High,Yes,Yes,No,No,No,No,No,-5.85,0,0,0,0,0,0.55
326,"(S)-Norcoclaurine; 6,7-Dihydroxy-(1S)-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline",271.31,C16H17NO3,20,12,0.25,2,4,4,81.15,72.72,2,2.25,1.53,1.6,2.42,1.96,-3.25,0.152,0.00056,Soluble,-3.41,0.105,0.000386,Soluble,-4.25,0.0154,5.68e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.36,0,0,0,0,0,0.55
327,"(S)-Coclaurine; Coclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-7-isoquinolinol; 1-(p-Hydroxybenzyl)-6-methoxy-7-hydroxy-1,2,3,4-tetrahydroisoquinoline",285.34,C17H19NO3,21,12,0.29,3,4,3,85.62,61.72,2.58,2.58,1.83,1.84,2.94,2.35,-3.46,0.0991,0.000347,Soluble,-3.52,0.0853,0.000299,Soluble,-4.94,0.00325,1.14e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.21,0,0,0,0,0,0.55
328,"Sanguinarine",332.33,C20H14NO4,25,18,0.15,0,4,0,94.68,40.8,-0.04,4.45,3.43,2.72,3.85,2.88,-5.24,0.00193,5.8e-06,Moderately soluble,-5.03,0.00313,9.42e-06,Moderately soluble,-6.09,0.000267,8.04e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,No,No,-5.17,0,0,0,0,0,0.55
329,"(S)-cis-N-Methylstylopine",338.38,C20H20NO4,25,12,0.4,0,4,0,96.01,36.92,0.05,3,2.09,-0.89,3.34,1.52,-4.18,0.0222,6.56e-05,Moderately soluble,-3.44,0.123,0.000363,Soluble,-5.98,0.000354,1.04e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.23,0,0,0,0,0,0.55
330,"Macarpine",392.38,C22H18NO6,29,18,0.23,2,6,0,107.66,59.26,0.52,4.39,3.45,2.08,3.92,2.87,-5.37,0.00169,4.31e-06,Moderately soluble,-5.35,0.00175,4.45e-06,Moderately soluble,-6.31,0.000194,4.93e-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,No,Yes,-5.58,0,0,0,0,0,0.55
331,"Codeinone; (5alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-one",297.35,C18H19NO3,22,6,0.5,1,4,0,85.78,38.77,2.38,2.2,1.33,1.89,2.45,2.05,-3.21,0.185,0.000623,Soluble,-2.65,0.668,0.00225,Soluble,-3.46,0.103,0.000348,Soluble,High,Yes,No,No,No,No,Yes,No,-6.55,0,0,0,0,0,0.55
332,"Neopinone",297.35,C18H19NO3,22,6,0.5,1,4,0,85.78,38.77,2.52,1.66,1.47,1.89,2.84,2.08,-2.87,0.406,0.00136,Soluble,-2.09,2.43,0.00817,Soluble,-3.91,0.0367,0.000123,Soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.94,0,0,0,0,0,0.55
333,"Thebaine",311.37,C19H21NO3,23,6,0.47,2,4,0,91,30.93,3.27,2.2,2.04,2.13,2.76,2.48,-3.22,0.189,0.000606,Soluble,-2.48,1.02,0.00328,Soluble,-3.89,0.0399,0.000128,Soluble,High,Yes,No,Yes,No,No,Yes,Yes,-6.64,0,0,0,0,0,0.55
334,"Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol",299.36,C18H21NO3,22,6,0.56,1,4,1,86.74,41.93,2.67,1.14,1.12,1.98,1.86,1.75,-2.55,0.844,0.00282,Soluble,-1.61,7.27,0.0243,Very soluble,-2.76,0.515,0.00172,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.32,0,0,0,0,0,0.55
335,"Oripavine",297.35,C18H19NO3,22,6,0.44,1,4,1,86.53,41.93,2.89,1.87,1.74,1.89,2.24,2.13,-3,0.299,0.00101,Soluble,-2.37,1.26,0.00424,Soluble,-3.2,0.189,0.000637,Soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.79,0,0,0,0,0,0.55
336,"Senecionine",335.39,C18H25NO5,24,0,0.67,0,6,1,91.93,76.07,2.95,1.08,0.81,1.43,1.46,1.55,-2.6,0.843,0.00251,Soluble,-2.27,1.8,0.00538,Soluble,-2,3.39,0.0101,Soluble,High,No,No,No,No,No,No,No,-7.58,0,0,0,0,0,0.55
337,"Retronecine",155.19,C8H13NO2,11,0,0.75,1,3,2,45,43.7,1.45,-1.29,-1.03,-0.12,-0.06,-0.21,0.08,185,1.19,Highly soluble,0.87,1150,7.41,Highly soluble,0.32,321,2.07,Soluble,High,No,No,No,No,No,No,No,-8.16,0,2,0,0,1,0.55
338,"Hygrine; (+)-Hygrine",141.21,C8H15NO,10,0,0.88,2,2,0,45.47,20.31,2.11,0.47,0.68,0.76,1.29,1.06,-0.88,18.6,0.132,Very soluble,-0.47,48.4,0.342,Very soluble,-1.2,8.97,0.0635,Soluble,High,No,No,No,No,No,No,No,-6.83,0,1,0,0,1,0.55
339,"Anabasine",162.23,C10H14N2,12,6,0.5,1,2,1,53.03,24.92,2.01,0.97,1.19,1.17,2.26,1.52,-1.76,2.81,0.0173,Very soluble,-1.08,13.5,0.083,Very soluble,-3.22,0.0971,0.000598,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,0,0,0,1,0.55
340,"Piperideine; 1-Piperideine",83.13,C5H9N,6,0,0.8,0,1,0,31.05,12.36,1.55,0.06,0.86,0.62,2.42,1.1,-0.39,33.6,0.404,Very soluble,0.13,111,1.34,Highly soluble,-0.97,8.93,0.107,Soluble,Low,No,No,No,No,No,No,No,-6.76,0,3,0,0,2,0.55
341,"Pelletierine",141.21,C8H15NO,10,0,0.88,2,2,1,45.37,29.1,2.05,0.36,0.73,0.76,1.69,1.12,-0.81,21.9,0.155,Very soluble,-0.54,41.1,0.291,Very soluble,-1.8,2.22,0.0157,Soluble,High,Yes,No,No,No,No,No,No,-6.91,0,1,0,0,1,0.55
342,"L-(+)-Anaferine; Anapheline",224.34,C13H24N2O,16,0,0.92,4,3,2,74.01,41.13,2.71,0.78,0.86,1.34,2.44,1.63,-1.46,7.81,0.0348,Very soluble,-1.22,13.4,0.0597,Very soluble,-3.06,0.194,0.000863,Soluble,High,Yes,Yes,No,No,No,No,No,-7.11,0,0,0,0,0,0.55
343,"N-Methylpelletierine",155.24,C9H17NO,11,0,0.89,2,2,0,50.27,20.31,1.97,0.83,1.07,1.07,1.58,1.3,-1.19,9.95,0.0641,Very soluble,-0.84,22.5,0.145,Very soluble,-1.49,5.06,0.0326,Soluble,High,Yes,No,No,No,No,No,No,-6.66,0,1,0,0,1,0.55
344,"Slaframine; (-)-Slaframine",198.26,C10H18N2O2,14,0,0.9,2,4,1,56.76,55.56,1.65,0.03,-0.27,0.46,-0.04,0.37,-0.96,21.9,0.111,Very soluble,-0.75,35.3,0.178,Very soluble,-0.47,68,0.343,Soluble,High,No,No,No,No,No,No,No,-7.49,0,0,0,0,1,0.55
345,"Hordenine; 4-[2-(Dimethylamino)ethyl]phenol",165.23,C10H15NO,12,6,0.4,3,2,1,50.75,23.47,2.11,2.08,1.5,1.83,1.59,1.82,-2.35,0.743,0.0045,Soluble,-2.2,1.04,0.00627,Soluble,-2.73,0.305,0.00185,Soluble,High,Yes,No,Yes,No,No,No,No,-5.83,0,0,0,0,1,0.55
346,"N-Methyltryptamine; N-Methylindoleethylamine; 1-Methyl-2-(3-indolyl)ethylamine",174.24,C11H14N2,13,9,0.27,3,1,2,55.68,27.82,1.84,1.21,1.93,1.55,2.86,1.88,-2,1.75,0.0101,Very soluble,-1.39,7.08,0.0406,Very soluble,-4.53,0.00517,2.96e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.5,0,0,0,0,1,0.55
353,"Chelirubine",362.36,C21H16NO5,27,18,0.19,1,5,0,101.17,50.03,0.37,4.42,3.44,2.39,3.88,2.9,-5.3,0.00182,5.03e-06,Moderately soluble,-5.19,0.00235,6.48e-06,Moderately soluble,-6.2,0.000227,6.27e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,Yes,-5.37,0,0,0,0,0,0.55
360,"Guattegaumerine; N,N'-Dimethyllindoldhamine",596.71,C36H40N2O6,44,24,0.33,8,8,3,179.08,94.86,4.85,6.05,4.75,3.11,5.52,4.85,-7.23,3.54e-05,5.93e-08,Poorly soluble,-7.82,9e-06,1.51e-08,Poorly soluble,-9.38,2.5e-07,4.2e-10,Poorly soluble,High,No,No,No,No,No,No,No,-5.64,1,3,0,0,1,0.55
361,"2'-Norberbamunine",582.69,C35H38N2O6,43,24,0.31,8,8,4,174.18,103.65,5.12,5.58,4.4,2.93,5.55,4.72,-6.85,8.17e-05,1.4e-07,Poorly soluble,-7.52,1.77e-05,3.03e-08,Poorly soluble,-9.72,1.1e-07,1.89e-10,Poorly soluble,High,No,No,No,No,No,No,No,-5.89,1,3,0,0,1,0.55
362,"(R)-Norreticuline; N-Norreticuline",315.36,C18H21NO4,23,12,0.33,4,5,3,92.11,70.95,2.97,2.55,1.84,1.52,2.98,2.37,-3.52,0.0944,0.000299,Soluble,-3.69,0.0648,0.000205,Soluble,-5.06,0.00276,8.75e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.41,0,0,0,0,0,0.55
363,"(S)-6-O-Methylnorlaudanosoline; (S)-3'-Hydroxycoclaurine",301.34,C17H19NO4,22,12,0.29,3,5,4,87.64,81.95,2.24,2.22,1.54,1.28,2.45,1.95,-3.31,0.147,0.000487,Soluble,-3.58,0.08,0.000266,Soluble,-4.36,0.0131,4.35e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.56,0,0,0,0,0,0.55
364,"(S)-Nororientaline",315.36,C18H21NO4,23,12,0.33,4,5,3,92.11,70.95,3.02,2.55,1.84,1.52,2.98,2.38,-3.52,0.0944,0.000299,Soluble,-3.69,0.0648,0.000205,Soluble,-5.06,0.00276,8.75e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.41,0,0,0,0,0,0.55
365,"(S)-Norreticuline",315.36,C18H21NO4,23,12,0.33,4,5,3,92.11,70.95,3.11,2.55,1.84,1.52,2.98,2.4,-3.52,0.0944,0.000299,Soluble,-3.69,0.0648,0.000205,Soluble,-5.06,0.00276,8.75e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.41,0,0,0,0,0,0.55
366,"Cuscohygrine; Cuskhygrine",224.34,C13H24N2O,16,0,0.92,4,3,0,74.2,23.55,3.09,1,0.76,1.34,1.77,1.59,-1.6,5.68,0.0253,Very soluble,-1.08,18.5,0.0825,Very soluble,-1.85,3.17,0.0141,Soluble,High,Yes,No,No,No,No,No,No,-6.96,0,0,0,0,0,0.55
367,"Strychnine",334.41,C21H22N2O2,25,6,0.57,0,3,0,101.05,32.78,2.73,1.93,1.33,2.72,1.77,2.09,-3.31,0.165,0.000493,Soluble,-2.24,1.91,0.00572,Soluble,-3.4,0.133,0.000398,Soluble,High,Yes,No,Yes,No,No,Yes,No,-6.97,0,0,0,0,0,0.55
368,"Coniine; (+)-Coniine; Cicutin",127.23,C8H17N,9,0,1,2,1,1,45.17,12.03,2.43,1.96,1.55,1.83,2.18,1.99,-1.73,2.36,0.0186,Very soluble,-1.84,1.85,0.0145,Very soluble,-2.25,0.724,0.00569,Soluble,High,Yes,No,No,No,No,No,No,-5.68,0,1,0,0,2,0.55
369,"Nornicotine",148.2,C9H12N2,11,6,0.44,1,2,1,48.23,24.92,1.84,0.17,0.8,0.87,2.04,1.14,-1.2,9.27,0.0626,Very soluble,-0.25,83.2,0.561,Very soluble,-2.93,0.173,0.00116,Soluble,High,Yes,No,No,No,No,No,No,-7.08,0,1,0,0,1,0.55
370,"Quinidine; (+)-Quinidine",324.42,C20H24N2O2,24,10,0.45,4,4,1,99.73,45.59,3.15,2.88,2.47,2.23,3.11,2.77,-3.71,0.0632,0.000195,Soluble,-3.5,0.103,0.000318,Soluble,-4.31,0.016,4.92e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.23,0,0,0,0,0,0.55
371,"Cinchonine; (9S)-Cinchonan-9-ol",294.39,C19H22N2O,22,10,0.42,3,3,1,93.24,36.36,2.84,2.68,2.46,2.59,3.08,2.73,-3.49,0.0948,0.000322,Soluble,-3.1,0.236,0.000802,Soluble,-4.2,0.0188,6.38e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.19,0,0,0,0,0,0.55
372,"alpha-Erythroidine",273.33,C16H19NO3,20,0,0.56,1,4,0,78.37,38.77,2.56,0.4,1.06,1.78,1.37,1.43,-1.72,5.2,0.019,Very soluble,-0.78,45.3,0.166,Very soluble,-1.69,5.55,0.0203,Soluble,High,Yes,No,No,No,No,No,No,-7.68,0,0,0,0,0,0.55
373,"Papaverine",339.39,C20H21NO4,25,16,0.25,6,5,0,97.16,49.81,3.48,2.95,3.86,1.78,4.51,3.32,-3.88,0.0447,0.000132,Soluble,-3.66,0.0745,0.00022,Soluble,-7.1,2.69e-05,7.93e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.28,0,0,0,0,0,0.55
374,"Physostigmine; Eserine",275.35,C15H21N3O2,20,6,0.53,3,3,1,84.93,44.81,2.72,1.58,1.01,2.04,0.93,1.66,-2.57,0.747,0.00271,Soluble,-2.13,2.03,0.00738,Soluble,-3.22,0.166,0.000604,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.86,0,0,0,0,0,0.55
375,"Harmaline",214.26,C13H14N2O,16,6,0.31,1,2,1,69.67,33.62,2.44,1.17,-0.06,1.15,3.29,1.6,-2.12,1.64,0.00764,Soluble,-1.47,7.24,0.0338,Very soluble,-4.36,0.00946,4.42e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,No,-6.78,0,0,0,0,0,0.55
376,"Harmine",212.25,C13H12N2O,16,13,0.15,1,2,1,65.06,37.91,2.07,3.74,3.03,1.56,3.49,2.78,-4.05,0.019,8.97e-05,Moderately soluble,-4.23,0.0125,5.91e-05,Moderately soluble,-5.11,0.00166,7.8e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-4.94,0,0,0,0,0,0.55
377,"Reserpine",608.68,C33H40N2O9,44,15,0.52,10,10,1,165.52,117.78,5.16,4.04,3.47,1.75,3.94,3.67,-5.75,0.00108,1.77e-06,Moderately soluble,-6.22,0.000369,6.07e-07,Poorly soluble,-6.89,7.81e-05,1.28e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.14,2,3,0,0,1,0.17
378,"Rescinnamine",634.72,C35H42N2O9,46,15,0.49,11,10,1,175.23,117.78,4.95,4.47,3.76,1.78,4.59,3.91,-6.11,0.000497,7.82e-07,Poorly soluble,-6.66,0.000138,2.17e-07,Poorly soluble,-6.95,7.19e-05,1.13e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7,2,3,1,0,1,0.17
379,"Deserpidine",578.65,C32H38N2O8,42,15,0.5,9,9,1,159.03,108.55,3.88,4.1,3.46,2.06,3.84,3.47,-5.68,0.00121,2.08e-06,Moderately soluble,-6.09,0.000475,8.22e-07,Poorly soluble,-6.8,9.09e-05,1.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.92,1,3,0,0,0,0.55
380,"Ajmaline",326.43,C20H26N2O2,24,6,0.7,1,3,2,99.87,46.94,0.77,1.81,0.79,2.67,0.73,1.35,-3.12,0.246,0.000753,Soluble,-2.42,1.25,0.00384,Soluble,-2.25,1.82,0.00558,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.01,0,0,0,0,0,0.55
381,"Solanidine",397.64,C27H43NO,29,0,0.93,0,2,1,126.2,23.47,4.5,6.09,5.27,5.41,3.83,5.02,-6.14,0.000287,7.21e-07,Poorly soluble,-6.36,0.000172,4.33e-07,Poorly soluble,-4.14,0.0286,7.19e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.4,1,1,0,0,1,0.55
382,"Veratridine",673.79,C36H51NO11,48,6,0.81,5,12,6,175.72,178.61,-1.13,0.96,0.98,0.81,1.45,0.61,-4.38,0.0278,4.12e-05,Moderately soluble,-4.3,0.0339,5.03e-05,Moderately soluble,-3.68,0.141,0.000209,Soluble,Low,No,Yes,No,No,No,No,No,-9.73,3,3,1,1,5,0.17
383,"Conessine; Wrightine",356.59,C24H40N2,26,0,0.92,1,2,0,115.63,6.48,4.39,4.85,4.43,4.8,3.34,4.36,-5.04,0.00325,9.11e-06,Moderately soluble,-4.72,0.00679,1.9e-05,Moderately soluble,-4.06,0.0313,8.79e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.03,1,0,0,0,0,0.55
384,"Mescaline",211.26,C11H17NO3,15,6,0.45,5,4,1,58.4,53.71,2.37,0.78,1.21,0.93,1.85,1.43,-1.61,5.22,0.0247,Very soluble,-1.49,6.86,0.0325,Very soluble,-3.24,0.122,0.000578,Soluble,High,Yes,No,No,No,No,No,No,-7.03,0,0,0,0,0,0.55
397,"Theophylline; 1,3-Dimethylxanthine",180.16,C7H8N4O2,13,9,0.29,0,3,1,47.14,72.68,0.53,-0.02,-1.04,-0.52,0.12,-0.19,-1.46,6.29,0.0349,Very soluble,-1.06,15.8,0.0878,Very soluble,-1.1,14.2,0.0789,Soluble,High,No,No,No,No,No,No,No,-7.41,0,1,0,0,1,0.55
398,"Vinblastine",810.97,C46H58N4O9,59,15,0.59,10,11,3,232.52,154.1,5.25,3.88,2.85,2.35,4.72,3.81,-6.84,0.000117,1.44e-07,Poorly soluble,-6.81,0.000125,1.54e-07,Poorly soluble,-8.46,2.8e-06,3.45e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-8.49,2,3,1,1,4,0.17
399,"Vincristine; 22-Oxovincaleukoblastine",824.96,C46H56N4O10,60,15,0.57,11,12,3,233.11,171.17,4.7,3.13,2.38,2.35,4.43,3.4,-6.39,0.000339,4.11e-07,Poorly soluble,-6.39,0.000333,4.04e-07,Poorly soluble,-8,8.25e-06,1e-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-9.11,2,3,2,1,4,0.17
402,"Deacetylisoipecoside",523.53,C25H33NO11,37,6,0.56,8,12,7,130.75,187.4,2.87,-0.27,-1.38,-1.32,-0.58,-0.14,-2.51,1.63,0.00311,Soluble,-3.21,0.325,0.000622,Soluble,-0.63,123,0.234,Soluble,Low,No,Yes,No,No,No,No,No,-9.69,3,3,1,1,3,0.11
403,"Deacetylipecoside",523.53,C25H33NO11,37,6,0.56,8,12,7,130.75,187.4,3.14,-0.27,-1.38,-1.32,-0.58,-0.08,-2.51,1.63,0.00311,Soluble,-3.21,0.325,0.000622,Soluble,-0.63,123,0.234,Soluble,Low,No,Yes,No,No,No,No,No,-9.69,3,3,1,1,3,0.11
404,"3-Hydroxyquinine",340.42,C20H24N2O3,25,10,0.45,4,5,2,100.93,65.82,2.61,1.8,1.58,1.4,2.61,2,-3.12,0.26,0.000765,Soluble,-2.8,0.538,0.00158,Soluble,-3.94,0.0388,0.000114,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.1,0,0,0,0,0,0.55
406,"Pilocarpine",208.26,C11H16N2O2,15,5,0.64,3,3,0,56.47,44.12,1.8,0.12,1.16,0.9,1.63,1.12,-1.26,11.6,0.0555,Very soluble,-0.6,52,0.25,Very soluble,-2.28,1.1,0.00527,Soluble,High,Yes,No,No,No,No,No,No,-7.49,0,0,0,0,0,0.55
407,"Lobeline; (-)-Lobeline",337.46,C22H27NO2,25,12,0.41,6,3,1,105.44,40.54,3.11,3.76,3.53,2.95,4.01,3.47,-4.26,0.0185,5.49e-05,Moderately soluble,-4.3,0.0167,4.96e-05,Moderately soluble,-5.76,0.00058,1.72e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.69,0,0,0,0,0,0.55
408,"Theobromine; 3,7-Dimethylxanthine",180.16,C7H8N4O2,13,9,0.29,0,3,1,47.14,72.68,1.22,-0.78,-1.04,-0.12,0.12,-0.12,-0.98,19,0.105,Very soluble,-0.27,97.2,0.539,Very soluble,-1.1,14.2,0.0789,Soluble,High,No,No,No,No,No,No,No,-7.95,0,1,0,0,1,0.55
409,"Caffeine; 1,3,7-Trimethylxanthine",194.19,C8H10N4O2,14,9,0.38,0,3,0,52.04,61.82,1.79,-0.07,-1.03,0.22,-0.5,0.08,-1.48,6.5,0.0335,Very soluble,-0.78,32.5,0.167,Very soluble,-0.67,41.5,0.214,Soluble,High,No,No,No,No,No,No,No,-7.53,0,1,0,0,1,0.55
410,"Lysergic acid",268.31,C16H16N2O2,20,9,0.31,1,3,2,81.75,56.33,1.71,0,1.74,1.8,2.12,1.47,-1.77,4.55,0.017,Very soluble,-0.73,49.5,0.184,Very soluble,-3.33,0.125,0.000466,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.94,0,0,0,0,0,0.55
411,"Lysergic acid diethylamide; LSD; Lysergide",323.43,C20H25N3O,24,9,0.45,4,2,1,102.3,39.34,2.99,2.95,2.53,2.33,3.02,2.76,-3.72,0.062,0.000192,Soluble,-3.44,0.118,0.000364,Soluble,-4.8,0.00509,1.57e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,No,-6.18,0,0,0,0,0,0.55
412,"Ergonovine; Ergometrine",325.4,C19H23N3O2,24,9,0.42,4,3,3,98.56,68.36,2.76,1.78,1.15,1.27,2.29,1.85,-2.99,0.331,0.00102,Soluble,-2.83,0.477,0.00147,Soluble,-4.2,0.0206,6.32e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.02,0,0,0,0,0,0.55
413,"Ergotamine",581.66,C33H35N5O5,43,15,0.42,5,6,3,170.34,118.21,4.49,3.06,0.85,1.44,2.09,2.38,-5.3,0.0029,4.99e-06,Moderately soluble,-5.21,0.00359,6.18e-06,Moderately soluble,-6.61,0.000142,2.45e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.68,1,3,0,0,1,0.55
